product_id,name,category_slug,category_name,overall_rating,g2_rating,capterra_rating,review_count,founded_year,hq_location,has_free_tier,has_free_trial,has_custom_pricing,price_comparable,entry_price,max_price_monthly,plan_count,feature_count,website_url,comparedge_url
63,Weebly,website-builders,Website Builders,4.25,4.2,4.3,0,2007,"San Francisco, CA (Square)",True,False,False,True,13.0,29.0,4,12,https://www.weebly.com,https://comparedge.com/tools/weebly
125,Whereby,video-conferencing,Video Conferencing,4.55,4.6,4.5,0,2013,"Oslo, Norway",True,False,False,True,8.99,11.99,3,3,https://whereby.com,https://comparedge.com/tools/whereby
106,Whimsical,design-tools,Design Tools,4.65,4.6,4.7,0,2017,"San Francisco, CA",True,False,False,True,12.0,20.0,3,7,https://whimsical.com,https://comparedge.com/tools/whimsical
260,Windsurf,ai-coding,AI Coding,4.55,4.6,4.5,0,2024,,True,False,True,True,20.0,40.0,4,17,https://codeium.com/windsurf,https://comparedge.com/tools/windsurf-editor
208,Windsurf (Codeium),ai-coding,AI Coding,4.65,4.7,4.6,0,2022,,True,False,True,True,20.0,40.0,4,5,https://codeium.com/windsurf,https://comparedge.com/tools/windsurf
56,Wix,website-builders,Website Builders,4.3,4.2,4.4,0,2006,"Tel Aviv, Israel",True,False,False,True,17.0,159.0,5,15,https://www.wix.com,https://comparedge.com/tools/wix
55,WordPress.com,website-builders,Website Builders,4.5,4.4,4.6,0,2003,"San Francisco, CA (Automattic)",True,False,False,True,4.0,45.0,5,16,https://wordpress.com,https://comparedge.com/tools/wordpress
191,Wordtune,ai-writing,AI Writing,4.55,4.6,4.5,0,2018,,True,False,False,True,6.99,9.99,3,5,https://wordtune.com,https://comparedge.com/tools/wordtune
8,Wrike,project-management,Project Management,4.25,4.2,4.3,0,2006,"San Jose, CA",True,False,True,True,10.0,25.0,4,13,https://www.wrike.com,https://comparedge.com/tools/wrike
188,Writesonic,ai-writing,AI Writing,4.7,4.7,4.7,0,2020,,True,False,False,True,79.0,199.0,3,9,https://writesonic.com,https://comparedge.com/tools/writesonic
271,WunderTrading,crypto-trading-bots,Crypto Trading Bots,4.0,4.0,,0,2019,"Tallinn, Estonia",True,False,False,True,19.0,69.0,4,11,https://wundertrading.com,https://comparedge.com/tools/wundertrading
108,Xero,accounting,Accounting,4.35,4.3,4.4,0,2006,"Wellington, New Zealand",False,False,False,True,25.0,90.0,3,13,https://www.xero.com,https://comparedge.com/tools/xero
217,You.com,ai-productivity,AI Productivity,4.35,4.4,4.3,0,2020,,True,False,False,True,15.0,15.0,2,9,https://you.com,https://comparedge.com/tools/you-com
210,Zapier AI,ai-agents,AI Agents,4.5,4.5,4.5,0,2011,,True,False,True,True,19.99,69.0,4,5,https://zapier.com/ai,https://comparedge.com/tools/zapier-ai
295,Zapper,defi-tools,DeFi Tools,4.2,4.2,,0,2020,"Montreal, Canada",True,False,False,True,,0.0,1,6,https://zapper.xyz,https://comparedge.com/tools/zapper
284,ZenLedger,crypto-tax,Crypto Tax,4.05,4.0,4.1,0,2017,"Seattle, USA",True,False,False,True,49.0,399.0,4,8,https://www.zenledger.io,https://comparedge.com/tools/zenledger
141,Zendesk Sell,crm,CRM,4.25,4.2,4.3,0,2007,"San Francisco, CA (Zendesk)",False,False,False,True,25.0,149.0,3,11,https://www.zendesk.com/sell/,https://comparedge.com/tools/zendesk-sell
289,Zerion,crypto-portfolio-trackers,Crypto Portfolio Trackers,4.5,4.5,,0,2017,"San Francisco, USA",True,False,False,True,14.99,14.99,2,9,https://zerion.io,https://comparedge.com/tools/zerion
111,Zoho Books,accounting,Accounting,4.45,4.5,4.4,0,1996,"Chennai, India",True,False,False,True,20.0,150.0,5,12,https://www.zoho.com/books/,https://comparedge.com/tools/zoho-books
24,Zoho CRM,crm,CRM,4.2,4.1,4.3,0,1996,"Chennai, India",True,False,False,True,20.0,65.0,5,18,https://www.zoho.com/crm/,https://comparedge.com/tools/zoho-crm
20,Zoho Projects,project-management,Project Management,4.35,4.3,4.4,0,1996,"Chennai, India",True,False,False,True,5.0,10.0,3,10,https://www.zoho.com/projects/,https://comparedge.com/tools/zoho-projects
122,Zoom,video-conferencing,Video Conferencing,4.55,4.5,4.6,0,2011,"San Jose, CA",True,False,False,True,13.33,22.49,4,13,https://zoom.com,https://comparedge.com/tools/zoom
47,beehiiv,email-marketing,Email Marketing,4.7,4.7,4.7,0,2021,"Austin, TX",True,False,True,True,43.0,96.0,4,12,https://www.beehiiv.com,https://comparedge.com/tools/beehiiv
327,dYdX,dex,DEX,,,,0,2017,"San Francisco, USA",True,False,False,False,0.02,0.1,3,11,https://dydx.exchange,https://comparedge.com/tools/dydx
33,monday CRM,crm,CRM,4.65,4.6,4.7,0,2012,"Tel Aviv, Israel",False,False,True,True,12.0,28.0,4,10,https://monday.com/crm,https://comparedge.com/tools/monday-crm
4,monday.com,project-management,Project Management,4.65,4.7,4.6,0,2012,"Tel Aviv, Israel",True,False,True,True,9.0,19.0,5,15,https://monday.com,https://comparedge.com/tools/monday
182,n8n,ai-agents,AI Agents,4.7,4.7,4.7,0,2019,,True,False,False,True,24.0,60.0,3,11,https://n8n.io,https://comparedge.com/tools/n8n
207,v0 by Vercel,ai-coding,AI Coding,4.55,4.6,4.5,0,2023,,True,False,False,True,30.0,100.0,3,6,https://v0.app,https://comparedge.com/tools/v0-dev
231,vidIQ AI,ai-video,AI Video,4.45,4.5,4.4,0,2014,,True,False,False,True,7.0,39.0,3,6,https://vidiq.com,https://comparedge.com/tools/vidiq-ai
